央视频道jxH,#genre#
西藏卫视,http://nas.hssvm.com:8888/udp/225.1.1.51:5002
西藏卫视,http://124.128.73.58:9901/tsfile/live/0111_1.m3u8?key=txiptv
西藏卫视,http://1.203.77.170:7788/udp/225.1.8.160:8164
西藏卫视,http://171.110.148.65:4400/udp/239.81.0.55:4056
西藏卫视,http://58.41.27.144:18888/udp/239.45.1.231:5140
西藏卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.74:5146
西藏卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.49:5146
西藏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1089_1.m3u8
新疆卫视,http://58.41.27.144:18888/udp/239.45.1.116:5140
新疆卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.53:5146
新疆卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.75:5146
新疆卫视,http://220.164.192.48:50085/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://1.70.34.204:8085/udp/239.1.1.59:8059
新疆卫视,http://wouu.net:9977/udp/239.93.0.194:5140
新疆卫视,http://1.203.77.170:7788/udp/225.1.8.161:8160
新疆卫视,http://220.164.192.48:50085/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://nas.hssvm.com:8888/udp/225.1.1.35:5002
新疆卫视,http://171.110.148.65:4400/udp/239.81.0.46:4056
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.99:5146
云南卫视,http://mdxgh.tpddns.cn:88/mdxgh/yunnan
云南卫视,http://222.241.154.37:9901/tsfile/live/23043_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8
云南卫视,http://220.164.192.48:50085/tsfile/live/0019_1.m3u8
云南卫视,http://nas.hssvm.com:8888/udp/225.1.1.61:5002
云南卫视,http://113.57.103.216:9000/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://61.157.92.168:4022/udp/239.93.1.174:5140
云南卫视,http://wouu.net:9977/udp/239.93.0.174:5140
云南卫视,http://1.70.34.204:8085/udp/239.1.1.54:8054
浙江卫视,http://mdxgh.tpddns.cn:88/mdxgh/zhejiang
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://nnth.7766.org:85//tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://dms.yryyj.site:8188/udp/239.76.246.182:1234
浙江卫视,http://kms.erfiy.com:8884/udp/225.0.4.81:7980
浙江卫视,http://113.206.114.34:8005/udp/225.0.4.81:7980
浙江卫视,http://27.10.10.8:8005/udp/225.0.4.81:7980
浙江卫视,http://27.10.72.127:8003/udp/225.0.4.81:7980
浙江卫视,http://nas.hssvm.com:8888/udp/225.1.1.112:5002
浙江卫视,http://61.157.92.168:4022/udp/239.93.0.124:5140
重庆卫视,http://219.147.200.9:18080/newlive/live/hls/35/live.m3u8
重庆卫视,http://nas.hssvm.com:8888/udp/225.1.1.155:5002
重庆卫视,http://dms.yryyj.site:8188/udp/239.76.246.92:1234
重庆卫视,http://221.213.92.55:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://27.10.72.127:8002/udp/225.0.4.187:7980
重庆卫视,http://27.11.56.188:8005/udp/225.0.4.187:7980
重庆卫视,http://36.40.237.205:9999/tsfile/live/0132_6.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://61.157.92.168:4022/udp/239.93.1.107:5140
重庆卫视,http://1.203.77.170:7788/udp/225.1.8.148:8296
重庆卫视,http://220.164.192.48:50085/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
南方卫视,http://171.110.148.65:4400/udp/239.81.0.32:4056
南方卫视,http://1.203.77.170:7788/udp/225.1.8.225:5008
南方卫视,http://171.108.239.115:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
南方卫视,http://171.108.239.79:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
南方卫视,http://171.108.239.80:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
南方卫视,http://119.39.97.2:9002/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
大湾区卫视,http://183.17.238.51:8888/udp/239.77.0.215:5146
大湾区卫视,http://113.93.50.249:2000/udp/239.77.0.215:5146
黑龙江卫视,http://mdxgh.tpddns.cn:88/mdxgh/heilongjiang
黑龙江卫视,http://dms.yryyj.site:8188/udp/239.76.246.200:1234
黑龙江卫视,http://27.10.5.254:8003/udp/225.0.4.201:7980
黑龙江卫视,http://113.206.187.227:55555/udp/225.0.4.201:7980
黑龙江卫视,http://nas.hssvm.com:8888/udp/225.1.1.115:5002
黑龙江卫视,http://61.157.92.168:4022/udp/239.93.0.183:5140
黑龙江卫视,http://iku.sunnyli.link:4144/udp/239.252.219.211:5140
黑龙江卫视,http://1.203.77.170:7788/udp/225.1.8.42:8016
黑龙江卫视,http://1.203.77.170:7788/udp/225.1.8.141:8196
黑龙江卫视,http://113.206.114.34:8005/udp/225.0.4.201:7980
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
内蒙古卫视,http://ddns.cyruslee.top:8888/udp/239.77.1.55:5146
内蒙古卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.70:5146
内蒙古卫视,http://nas.zyshare.top:10000/udp/239.29.0.2:5000
内蒙古卫视,http://hhnas.eu.org:10000/udp/239.29.0.2:5000
内蒙古卫视,http://yrh.i234.me:8888/udp/239.29.0.2:5000
内蒙古卫视,http://1.70.34.204:8085/udp/239.1.1.60:8060
内蒙古卫视,http://1.203.77.170:7788/udp/225.1.8.156:8176
内蒙古卫视,http://nas.hssvm.com:8888/udp/225.1.1.32:5002
内蒙古卫视,http://alvin.ergotron.net:8000/udp/239.77.1.55:5146
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
影视频道ip4,#genre#
CHC动作电影,http://nas.hssvm.com:8888/udp/225.1.1.215:5002
CHC动作电影,http://iku.sunnyli.link:4144/udp/239.252.219.85:5140
CHC动作电影,http://106.59.3.3:55555/udp/239.200.201.31:8144
CHC动作电影,http://www.yao87.com:4022/udp/239.76.245.243:1234
CHC高清电影,http://www.yao87.com:4022/udp/239.76.245.242:1234
CHC高清电影,http://nas.hssvm.com:8888/udp/225.1.1.214:5002
CHC高清电影,http://iku.sunnyli.link:4144/udp/239.252.219.83:5140
CHC高清电影,http://ddns.cyruslee.top:8888/udp/239.77.0.27:5146
CHC家庭影院,http://nas.hssvm.com:8888/udp/225.1.1.213:5002
CHC家庭影院,http://www.yao87.com:4022/udp/239.76.245.241:1234
CHC家庭影院,http://iku.sunnyli.link:4144/udp/239.252.219.84:5140
数字频道ip4,#genre#
嘉佳卡通,http://113.93.50.249:2000/udp/239.77.0.179:5146
全纪实,http://116.226.34.149:4022/udp/239.45.3.135:5140
游戏风云,http://116.226.34.149:4022/udp/239.45.3.131:5140
五星体育,http://116.226.34.149:4022/udp/239.45.3.210:5140
纪实人文,http://116.226.34.149:4022/udp/239.45.3.212:5140
少儿频道ip4,#genre#
优漫卡通,http://221.213.92.55:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
优漫卡通,http://1.70.34.204:8085/udp/239.1.1.72:8072
优漫卡通,http://wouu.net:9977/udp/239.93.0.251:5140
优漫卡通,http://ddns.cyruslee.top:8888/udp/239.77.0.222:5146
优漫卡通,http://ddns.cyruslee.top:8888/udp/239.77.1.79:5146
优漫卡通,http://119.39.97.2:9002/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://nas.hssvm.com:8888/udp/225.1.1.58:5002
卡酷少儿,http://1.70.34.204:8085/udp/239.1.1.62:8062
卡酷少儿,http://ddns.cyruslee.top:8888/udp/239.77.0.79:5146
卡酷少儿,http://ddns.cyruslee.top:8888/udp/239.77.1.50:5146
卡酷少儿,http://58.41.27.144:18888/udp/239.45.0.8:5140
卡酷少儿,http://116.233.220.113:1688/udp/239.45.0.8:5140
卡酷少儿,http://112.101.78.50:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://1b6467f415.iok.la:9931/tsfile/live/1054_1.m3u8
卡酷少儿,http://119.39.97.2:9002/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://fangke.blueswords.com:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://59.48.75.130:3052/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://wouu.net:9977/udp/239.93.0.108:5140
金鹰卡通,http://1.70.34.204:8085/udp/239.1.1.61:8061
金鹰卡通,http://171.110.148.65:4400/udp/239.81.0.61:4056
金鹰卡通,http://1.203.77.170:7788/udp/225.1.8.163:9252
金鹰卡通,http://nas.hssvm.com:8888/udp/225.1.2.236:5002
金鹰卡通,http://ddns.cyruslee.top:8888/udp/239.77.0.80:5146
金鹰卡通,http://ddns.cyruslee.top:8888/udp/239.77.1.52:5146
金鹰卡通,http://112.101.78.50:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
哈哈炫动,http://221.213.92.55:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0
哈哈炫动,http://nas.hssvm.com:8888/udp/225.1.1.62:5002
哈哈炫动,http://1.70.34.204:8085/udp/239.1.1.64:8064
哈哈炫动,http://58.41.27.144:18888/udp/239.45.1.55:5140
哈哈炫动,http://ddns.cyruslee.top:8888/udp/239.77.1.139:5146
哈哈炫动,http://116.233.220.113:1688/udp/239.45.1.55:5140
哈哈炫动,http://ddns.cyruslee.top:8888/udp/239.77.0.81:5146
哈哈炫动,http://123.154.30.68:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
地方频道ip4,#genre#
广东珠江,http://14.121.146.11:30001/udp/239.77.0.114:5146
广东珠江,http://14.121.146.11:30001/udp/239.77.0.1:5146
广东珠江,http://183.0.186.131:9900/tsfile/live/faacts/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://14.121.146.11:554/udp/239.77.0.1:5146
广东珠江,http://14.121.146.11:554/udp/239.77.0.114:5146
广东珠江,http://183.54.208.219:9999/udp/239.77.0.114:5146
广东珠江,http://183.54.208.219:9999/udp/239.77.0.1:5146
广东珠江,http://14.212.185.27:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
大湾区卫视,http://1.70.34.204:8085/udp/239.1.1.69:8069
大湾区卫视,http://alvin.ergotron.net:8000/udp/239.77.0.215:5146
大湾区卫视,http://14.121.146.11:30001/udp/239.77.0.215:5146
大湾区卫视,http://183.54.208.219:9999/udp/239.77.0.215:5146
大湾区卫视,http://14.212.185.27:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0
广东少儿,http://120.84.121.113:808/hls/118/index.m3u8
广东少儿,http://14.121.146.11:554/udp/239.77.0.250:5146
广东少儿,http://14.121.146.11:30001/udp/239.77.0.250:5146
广东少儿,http://183.54.208.219:9999/udp/239.77.0.250:5146
广东少儿,http://183.0.186.131:9900/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广东少儿,http://113.92.222.115:808/hls/175/index.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
内蒙古经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙古蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
港·澳·台ip4,#genre#
凤凰中文,http://yujukoo.gicp.net:8888/udp/239.93.0.162:2192
凤凰中文,http://www.yao87.com:4022/udp/239.76.246.7:1234
凤凰中文,http://ayolee.com:5253/udp/239.93.0.162:2192
凤凰中文,http://ayolee.com:5253/udp/239.93.1.9:2192
凤凰中文,http://dms.yryyj.site:8188/udp/239.76.246.135:1234
凤凰中文,http://171.223.215.229:4000/udp/239.93.1.9:2192
凤凰中文,http://dms.yryyj.site:8188/udp/239.76.253.135:9000
凤凰中文,http://103.95.24.37:880/fhws.m3u8
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://13457610200.8866.org:2018/live/凤凰资讯/index.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://wouu.net:9977/udp/239.93.1.4:2191
凤凰资讯,http://wouu.net:9977/udp/239.93.0.118:2191
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.253.134:9000
凤凰资讯,http://171.223.215.229:4000/udp/239.93.1.4:2191
凤凰资讯,http://ayolee.com:5253/udp/239.93.1.4:2191
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,http://yujukoo.gicp.net:8888/udp/239.93.0.118:2191
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://13457610200.8866.org:2018/live/凤凰香港/index.m3u8
凤凰香港,http://103.95.24.37:880/fhxgt.m3u8
凤凰香港,http://r.jdshipin.com/yDoTN
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
无线新闻,https://cloud.yumixiu768.com/tmp/123.m3u8
翡翠台,http://nz171l122.bb60246.ctm.net:8889/bysid/1.m3u8
翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
翡翠台,http://107.167.12.58:27347/livehttpplay?channel_id=20124J2
翡翠台,http://107.167.12.58:27347/livehttpplay?channel_id=20127
翡翠台,http://107.167.12.58:27347/livehttpplay?channel_id=30025
明珠台,http://nz171l122.bb60246.ctm.net:8892/bysid/2.m3u8
明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
明珠台,http://r.jdshipin.com/ZQ4kN
明珠台,http://107.167.12.58:27347/livehttpplay?channel_id=20125
明珠台,http://107.167.12.58:27347/livehttpplay?channel_id=30026
大爱1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
澳视澳门,http://183.237.246.14:9931/tsfile/live/1039_1.m3u8
纬来体育,https://cloud.yumixiu768.com:443/tmp/123.m3u8
纬来体育,http://ali.hlspull.yximgs.com/live/7qvlzZeiRYNkx1Dwn6mLv3PM8GERr19J.flv

更新时间ip4,#genre#
2024-06-26 12:08:48,https://web.my.zhoujie218.top:8443/web/zbds/jieshao2.mp4
vip:88164962,https://web.my.zhoujie218.top:8443/web/zbds/jieshao2.mp4
